incident_id,timestamp,corridor_id,emergency_type,num_junctions_total,num_junctions_cleared,corridor_length_km,day_type,is_festival,weather_condition,is_rain,rainfall_mm,is_accident_nearby,preemption_success,background_congestion_index,emergency_vehicle_speed_kmph,response_time_sec,waiting_time_sec_other_traffic,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
EMG327896,2025-01-11 08:06:40,Sarjapur_Rd,Police Escort,4,4,1.34,Weekend,False,Clear,False,0.0,False,True,0.629,49.3,96.4,105.1,0.108,0.249,0.969,Police escort priority active - rolling signal clearance along corridor
EMG327897,2026-02-09 19:41:13,ORR_East,Police Escort,4,4,2.62,Weekday,False,Clear,False,0.0,False,True,0.733,40.5,223.5,204.6,0.246,0.569,0.983,Police escort priority active - rolling signal clearance along corridor
EMG327898,2026-04-23 08:41:12,South_Loop,Ambulance,5,5,2.27,Weekday,False,Fog,False,0.0,False,True,1.0,46.6,179.0,197.3,0.201,0.465,0.954,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327899,2025-05-01 08:32:17,Central_Loop,Ambulance,6,5,4.04,Weekday,True,Clear,False,0.0,False,True,1.0,44.0,339.5,172.4,0.371,0.857,0.908,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327900,2025-09-15 20:59:49,Sarjapur_Rd,Ambulance,4,4,2.16,Weekday,False,Clear,False,0.0,False,True,0.338,47.7,178.2,131.1,0.187,0.433,0.984,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327901,2026-02-11 18:14:55,Mysore_Rd,Ambulance,4,4,2.12,Weekday,False,Clear,False,0.0,False,True,0.962,40.2,191.0,214.8,0.219,0.506,0.949,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327902,2025-04-25 15:45:01,Sarjapur_Rd,Ambulance,4,3,1.88,Weekday,False,Clear,False,0.0,False,True,0.401,45.4,144.1,51.9,0.166,0.385,0.937,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327903,2025-05-16 13:22:48,Mysore_Rd,Ambulance,4,3,2.43,Weekday,False,Rain,True,21.5,False,True,0.424,54.8,161.4,94.3,0.228,0.526,0.902,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327904,2025-03-15 14:25:03,Mysore_Rd,Ambulance,4,3,3.6,Weekend,True,Clear,False,0.0,False,True,0.388,50.2,235.7,98.4,0.3,0.692,0.909,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327905,2025-09-16 23:24:55,Hosur_Rd,Ambulance,2,1,1.33,Weekday,False,Clear,False,0.0,False,True,0.16,47.0,108.7,35.0,0.12,0.278,0.943,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327906,2025-06-11 14:06:49,ORR_East,Police Escort,4,4,1.44,Weekday,False,Rain,True,21.2,False,True,0.407,44.8,112.2,118.6,0.123,0.284,0.907,Police escort priority active - rolling signal clearance along corridor
EMG327907,2025-05-13 17:27:44,Mysore_Rd,Ambulance,4,3,1.7,Weekday,False,Clear,False,0.0,False,True,0.906,50.4,126.3,163.4,0.158,0.366,0.979,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327908,2026-05-06 17:40:05,Hosur_Rd,Fire Truck,2,2,1.04,Weekday,False,Clear,False,0.0,False,True,0.877,48.1,83.5,106.5,0.096,0.222,0.941,Fire truck priority active - full corridor signal preemption engaged
EMG327909,2025-11-15 12:41:04,ORR_North,Ambulance,4,3,2.48,Weekend,False,Clear,False,0.0,False,True,0.13,53.8,152.3,72.1,0.221,0.51,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327910,2025-07-10 12:36:31,Hosur_Rd,Ambulance,2,2,1.22,Weekday,False,Heavy Rain,True,30.9,False,True,0.461,38.8,115.6,60.5,0.107,0.247,0.921,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327911,2025-08-18 16:32:49,ORR_North,Police Escort,4,4,1.99,Weekday,False,Clear,False,0.0,False,True,0.491,41.8,177.3,102.5,0.174,0.402,0.93,Police escort priority active - rolling signal clearance along corridor
EMG327912,2025-12-21 23:56:20,Mysore_Rd,Fire Truck,4,3,2.24,Weekend,False,Clear,False,0.0,False,True,0.033,55.2,154.3,47.9,0.205,0.473,0.943,Fire truck priority active - full corridor signal preemption engaged
EMG327913,2026-04-19 18:43:01,Mysore_Rd,Ambulance,4,4,1.22,Weekend,False,Clear,False,0.0,False,True,0.729,46.8,95.5,136.3,0.105,0.242,0.967,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327914,2025-07-18 15:18:56,ORR_North,Ambulance,4,3,2.75,Weekday,False,Heavy Rain,True,63.1,True,True,1.0,43.7,225.8,142.5,0.263,0.607,0.769,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327915,2025-12-12 11:28:18,ORR_East,Ambulance,4,3,1.56,Weekday,False,Light Rain,True,0.8,False,True,0.316,50.8,110.2,74.5,0.134,0.309,0.906,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327916,2025-07-08 15:29:55,Tumkur_Rd,Ambulance,3,2,0.79,Weekday,False,Heavy Rain,True,32.4,False,True,0.657,52.4,53.0,98.8,0.058,0.133,0.891,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327917,2026-01-04 16:59:01,Hosur_Rd,Police Escort,2,2,1.17,Weekend,False,Light Rain,True,2.3,False,True,0.507,36.2,114.2,87.5,0.129,0.299,0.928,Police escort priority active - rolling signal clearance along corridor
EMG327918,2026-04-27 15:39:39,Sarjapur_Rd,Police Escort,4,3,1.96,Weekday,False,Clear,False,0.0,False,True,0.361,49.3,136.0,79.4,0.18,0.417,0.962,Police escort priority active - rolling signal clearance along corridor
EMG327919,2025-01-03 05:12:38,Sarjapur_Rd,Ambulance,4,4,2.89,Weekday,False,Clear,False,0.0,False,True,0.191,43.6,240.1,45.6,0.258,0.595,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327920,2025-08-21 10:16:00,Sarjapur_Rd,Ambulance,4,3,2.87,Weekday,False,Clear,False,0.0,False,True,0.61,44.0,247.5,105.4,0.238,0.549,0.969,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327921,2025-09-09 17:39:39,Mysore_Rd,Ambulance,4,3,2.29,Weekday,False,Clear,False,0.0,False,True,0.844,45.9,168.6,151.8,0.2,0.461,0.957,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327922,2025-08-26 13:17:30,Mysore_Rd,Police Escort,4,3,2.26,Weekday,False,Heavy Rain,True,40.3,False,False,0.479,38.3,349.0,115.4,0.226,0.522,0.817,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG327923,2025-09-05 12:11:04,Old_Airport_Rd,Police Escort,5,5,2.38,Weekday,True,Rain,True,24.4,False,True,0.611,38.5,218.7,162.6,0.2,0.463,0.871,Police escort priority active - rolling signal clearance along corridor
EMG327924,2026-05-17 11:16:46,South_Loop,Ambulance,5,5,2.57,Weekend,False,Clear,False,0.0,False,True,0.263,46.6,206.1,155.4,0.24,0.553,0.946,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327925,2026-04-17 09:25:51,Tumkur_Rd,Ambulance,3,2,1.92,Weekday,False,Clear,False,0.0,False,True,0.926,48.0,153.3,120.7,0.189,0.436,0.966,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327926,2025-09-23 13:21:36,Central_Loop,Ambulance,6,5,3.76,Weekday,False,Clear,False,0.0,False,True,0.154,45.2,322.9,102.5,0.337,0.778,0.98,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327927,2025-06-10 08:21:28,Mysore_Rd,Ambulance,4,4,1.69,Weekday,False,Fog,False,0.0,False,True,0.843,43.0,140.3,177.3,0.16,0.369,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327928,2025-06-13 15:57:43,Sarjapur_Rd,Fire Truck,4,4,2.22,Weekday,False,Clear,False,0.0,False,True,0.382,41.3,206.2,102.0,0.194,0.449,0.943,Fire truck priority active - full corridor signal preemption engaged
EMG327929,2025-04-29 20:09:55,Central_Loop,Police Escort,6,6,2.85,Weekday,False,Clear,False,0.0,False,True,0.649,45.2,243.7,157.7,0.235,0.543,0.968,Police escort priority active - rolling signal clearance along corridor
EMG327930,2025-05-20 12:59:27,Sarjapur_Rd,Ambulance,4,4,2.22,Weekday,False,Clear,False,0.0,False,True,0.149,49.3,164.3,103.2,0.201,0.465,0.969,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327931,2025-08-13 14:38:08,Old_Airport_Rd,Ambulance,5,5,3.98,Weekday,False,Rain,True,16.4,True,True,0.8,48.5,299.9,152.2,0.352,0.812,0.764,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327932,2025-12-06 17:44:01,Central_Loop,Police Escort,6,5,3.49,Weekend,False,Clear,False,0.0,False,True,0.684,48.1,262.6,163.9,0.313,0.724,0.973,Police escort priority active - rolling signal clearance along corridor
EMG327933,2025-12-20 10:22:23,Mysore_Rd,Ambulance,4,3,2.19,Weekend,False,Clear,False,0.0,False,True,0.537,50.5,153.5,90.6,0.182,0.42,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327934,2025-06-12 13:48:44,Mysore_Rd,Ambulance,4,4,2.84,Weekday,False,Heavy Rain,True,36.7,False,True,0.505,51.3,198.7,143.3,0.236,0.546,0.946,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327935,2025-04-11 19:01:40,ORR_North,Fire Truck,4,4,2.77,Weekday,False,Clear,False,0.0,False,True,0.932,52.1,192.6,215.8,0.256,0.591,0.99,Fire truck priority active - full corridor signal preemption engaged
EMG327936,2026-04-20 09:26:32,Tumkur_Rd,Police Escort,3,3,1.49,Weekday,False,Clear,False,0.0,False,True,0.965,42.2,122.7,105.6,0.134,0.31,0.972,Police escort priority active - rolling signal clearance along corridor
EMG327937,2026-06-11 15:45:50,Mysore_Rd,Police Escort,4,3,1.67,Weekday,False,Light Rain,True,1.4,False,True,0.394,48.4,124.0,80.7,0.134,0.309,0.907,Police escort priority active - rolling signal clearance along corridor
EMG327938,2025-08-15 15:33:19,Sarjapur_Rd,Police Escort,4,4,2.48,Weekday,True,Light Rain,True,2.1,False,True,0.63,42.0,216.2,103.8,0.207,0.479,0.872,Police escort priority active - rolling signal clearance along corridor
EMG327939,2025-05-02 21:38:39,ORR_East,Ambulance,4,3,2.54,Weekday,True,Clear,False,0.0,False,True,0.501,48.6,182.7,103.6,0.236,0.546,0.933,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327940,2026-06-01 18:37:31,Mysore_Rd,Ambulance,4,3,1.07,Weekday,False,Clear,False,0.0,False,True,0.961,36.5,100.5,129.5,0.082,0.19,0.977,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327941,2025-07-22 14:02:48,Tumkur_Rd,Fire Truck,3,2,1.08,Weekday,False,Clear,False,0.0,False,True,0.12,52.7,69.7,49.0,0.076,0.177,0.978,Fire truck priority active - full corridor signal preemption engaged
EMG327942,2025-02-02 20:45:50,Sarjapur_Rd,Ambulance,4,3,2.52,Weekend,False,Clear,False,0.0,False,True,0.322,49.4,181.0,55.4,0.207,0.479,0.963,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327943,2025-08-12 12:40:16,Old_Airport_Rd,Police Escort,5,5,2.37,Weekday,False,Clear,False,0.0,False,True,0.227,48.9,169.1,75.9,0.216,0.498,0.977,Police escort priority active - rolling signal clearance along corridor
EMG327944,2025-07-30 17:12:26,ORR_North,Police Escort,4,3,2.27,Weekday,False,Rain,True,14.6,False,True,0.976,37.7,228.7,135.1,0.204,0.471,0.901,Police escort priority active - rolling signal clearance along corridor
EMG327945,2026-06-23 18:00:34,Hosur_Rd,Police Escort,2,2,1.5,Weekday,False,Clear,False,0.0,False,True,0.94,43.6,129.3,117.7,0.135,0.312,0.989,Police escort priority active - rolling signal clearance along corridor
EMG327946,2025-03-26 18:26:31,Sarjapur_Rd,Police Escort,4,4,2.41,Weekday,False,Clear,False,0.0,False,True,1.0,36.6,237.6,220.0,0.226,0.522,0.98,Police escort priority active - rolling signal clearance along corridor
EMG327947,2025-05-25 08:27:14,Central_Loop,Fire Truck,6,6,3.74,Weekend,False,Clear,False,0.0,False,True,0.643,44.0,303.1,177.2,0.333,0.769,0.978,Fire truck priority active - full corridor signal preemption engaged
EMG327948,2026-03-28 08:28:41,Hosur_Rd,Fire Truck,2,2,1.03,Weekend,False,Clear,False,0.0,False,True,0.712,46.4,76.1,95.3,0.093,0.216,0.953,Fire truck priority active - full corridor signal preemption engaged
EMG327949,2025-03-21 04:25:56,Sarjapur_Rd,Ambulance,4,4,2.0,Weekday,False,Clear,False,0.0,False,True,0.131,49.6,127.1,69.1,0.174,0.401,0.963,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327950,2025-09-06 07:08:02,Central_Loop,Ambulance,6,5,3.71,Weekend,True,Fog,False,0.0,False,True,0.494,42.4,316.3,118.0,0.348,0.803,0.908,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327951,2025-05-29 19:14:06,South_Loop,Ambulance,5,4,2.22,Weekday,False,Clear,False,0.0,False,True,1.0,50.5,163.1,122.6,0.195,0.451,0.944,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327952,2025-08-26 19:38:20,Sarjapur_Rd,Ambulance,4,3,2.84,Weekday,False,Clear,False,0.0,False,True,0.87,50.7,204.0,177.7,0.255,0.59,0.987,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327953,2025-08-16 09:48:19,Sarjapur_Rd,Police Escort,4,3,2.0,Weekend,True,Rain,True,18.1,False,True,1.0,36.5,189.9,144.4,0.188,0.433,0.894,Police escort priority active - rolling signal clearance along corridor
EMG327954,2025-11-30 20:26:58,Sarjapur_Rd,Ambulance,4,3,2.03,Weekend,False,Clear,False,0.0,False,True,0.353,42.2,174.4,67.9,0.164,0.379,0.972,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327955,2025-10-14 14:15:49,Sarjapur_Rd,Fire Truck,4,3,1.16,Weekday,False,Rain,True,9.1,False,True,0.324,50.4,79.5,60.2,0.103,0.239,0.911,Fire truck priority active - full corridor signal preemption engaged
EMG327956,2026-01-25 17:48:43,Hosur_Rd,Ambulance,2,2,1.09,Weekend,False,Clear,False,0.0,False,True,0.716,52.6,70.2,105.7,0.092,0.213,0.954,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327957,2025-02-07 06:38:44,Sarjapur_Rd,Ambulance,4,3,1.9,Weekday,False,Clear,False,0.0,False,True,0.275,57.2,115.1,89.3,0.171,0.395,0.977,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327958,2025-07-30 19:21:10,Hosur_Rd,Ambulance,2,1,0.92,Weekday,False,Clear,False,0.0,False,True,0.896,49.3,69.0,86.7,0.083,0.192,0.97,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327959,2026-04-06 17:01:01,Old_Airport_Rd,Ambulance,5,4,2.17,Weekday,False,Clear,False,0.0,False,True,0.738,35.9,234.8,149.9,0.187,0.431,0.972,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327960,2025-06-18 17:15:20,Old_Airport_Rd,Ambulance,5,4,1.96,Weekday,False,Clear,False,0.0,False,True,0.749,55.5,130.8,115.7,0.175,0.405,0.944,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327961,2025-06-22 16:28:29,Mysore_Rd,Ambulance,4,4,1.89,Weekend,False,Clear,False,0.0,False,True,0.419,44.3,158.3,132.3,0.17,0.393,0.945,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327962,2025-01-11 16:34:00,South_Loop,Police Escort,5,5,1.54,Weekend,False,Clear,False,0.0,False,True,0.412,43.3,112.0,141.3,0.135,0.311,0.984,Police escort priority active - rolling signal clearance along corridor
EMG327963,2025-07-03 18:53:31,Mysore_Rd,Ambulance,4,3,1.86,Weekday,False,Rain,True,9.0,False,True,1.0,41.0,162.0,122.5,0.168,0.389,0.939,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327964,2025-01-09 09:58:48,Sarjapur_Rd,Ambulance,4,3,2.53,Weekday,False,Clear,False,0.0,False,True,0.809,48.1,169.2,119.3,0.224,0.518,0.989,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327965,2025-07-28 20:31:23,Old_Airport_Rd,Ambulance,5,4,3.54,Weekday,False,Clear,False,0.0,False,True,0.529,47.6,252.9,124.7,0.307,0.709,0.954,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327966,2025-11-12 15:20:10,Mysore_Rd,Ambulance,4,3,2.12,Weekday,False,Heavy Rain,True,30.5,False,True,0.561,50.4,154.9,76.5,0.182,0.42,0.898,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327967,2026-03-29 09:49:12,Central_Loop,Ambulance,6,6,4.45,Weekend,False,Clear,False,0.0,False,True,0.506,45.6,372.9,165.7,0.37,0.854,0.96,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327968,2025-08-16 08:43:14,ORR_North,Ambulance,4,3,2.2,Weekend,True,Clear,False,0.0,False,True,0.981,42.9,194.8,159.7,0.209,0.482,0.917,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327969,2025-11-27 16:55:06,South_Loop,Fire Truck,5,4,3.47,Weekday,False,Clear,False,0.0,False,True,0.635,47.4,286.3,132.4,0.31,0.717,0.972,Fire truck priority active - full corridor signal preemption engaged
EMG327970,2026-06-16 11:38:49,Hosur_Rd,Ambulance,2,1,1.03,Weekday,False,Clear,False,0.0,False,True,0.255,55.7,65.6,20.5,0.099,0.229,0.965,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327971,2026-02-12 04:28:56,Tumkur_Rd,Ambulance,3,3,1.78,Weekday,False,Clear,False,0.0,False,True,0.101,43.7,150.9,77.5,0.138,0.318,0.965,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327972,2025-04-24 12:48:39,ORR_North,Police Escort,4,3,1.66,Weekday,False,Clear,False,0.0,False,True,0.211,40.0,137.5,57.2,0.146,0.338,0.951,Police escort priority active - rolling signal clearance along corridor
EMG327973,2025-06-15 05:18:24,South_Loop,Police Escort,5,5,3.52,Weekend,False,Clear,False,0.0,False,True,0.122,55.5,228.1,32.5,0.305,0.703,0.94,Police escort priority active - rolling signal clearance along corridor
EMG327974,2025-01-29 18:52:12,ORR_North,Fire Truck,4,3,2.02,Weekday,False,Clear,False,0.0,False,True,0.962,53.3,125.1,97.8,0.169,0.39,0.99,Fire truck priority active - full corridor signal preemption engaged
EMG327975,2026-01-19 09:45:31,Central_Loop,Police Escort,6,6,2.5,Weekday,False,Clear,False,0.0,False,True,0.869,43.0,222.4,239.0,0.24,0.554,0.99,Police escort priority active - rolling signal clearance along corridor
EMG327976,2025-02-20 19:38:07,Sarjapur_Rd,Ambulance,4,3,2.79,Weekday,False,Fog,False,0.0,False,True,0.768,45.4,222.4,120.2,0.236,0.545,0.99,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327977,2026-06-16 19:07:39,Central_Loop,Police Escort,6,6,3.22,Weekday,False,Clear,False,0.0,False,True,0.923,42.6,263.4,270.8,0.277,0.64,0.966,Police escort priority active - rolling signal clearance along corridor
EMG327978,2025-07-12 10:10:13,South_Loop,Ambulance,5,5,3.35,Weekend,False,Clear,False,0.0,False,True,0.531,46.4,271.7,160.6,0.299,0.69,0.948,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327979,2025-03-21 18:11:09,Old_Airport_Rd,Fire Truck,5,5,2.8,Weekday,False,Clear,False,0.0,False,True,1.0,38.9,263.8,222.8,0.254,0.586,0.959,Fire truck priority active - full corridor signal preemption engaged
EMG327980,2026-06-14 08:53:01,Hosur_Rd,Ambulance,2,2,1.29,Weekend,False,Fog,False,0.0,False,True,0.73,47.9,92.2,85.7,0.126,0.291,0.986,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327981,2025-12-29 16:31:46,Tumkur_Rd,Ambulance,3,2,1.98,Weekday,False,Clear,False,0.0,False,True,0.538,32.6,211.9,77.1,0.186,0.429,0.945,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327982,2026-02-06 13:45:40,Old_Airport_Rd,Ambulance,5,4,1.76,Weekday,False,Clear,False,0.0,False,True,0.152,41.6,146.1,69.9,0.14,0.323,0.975,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327983,2025-12-22 17:04:48,Tumkur_Rd,Fire Truck,3,2,0.6,Weekday,False,Clear,False,0.0,False,True,0.752,34.7,66.1,81.4,0.048,0.11,0.972,Fire truck priority active - full corridor signal preemption engaged
EMG327984,2025-07-18 09:09:20,Hosur_Rd,Ambulance,2,1,1.12,Weekday,False,Clear,False,0.0,False,True,0.964,49.5,86.0,85.7,0.106,0.245,0.948,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327985,2026-04-03 16:52:02,Hosur_Rd,Fire Truck,2,2,0.88,Weekday,False,Clear,False,0.0,False,True,0.737,42.5,71.0,90.8,0.076,0.177,0.988,Fire truck priority active - full corridor signal preemption engaged
EMG327986,2026-04-10 09:16:23,Hosur_Rd,Ambulance,2,1,0.77,Weekday,False,Clear,False,0.0,False,True,0.932,42.3,69.9,86.8,0.076,0.175,0.971,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327987,2025-09-12 08:01:15,ORR_North,Ambulance,4,4,3.25,Weekday,False,Heavy Rain,True,34.3,False,True,1.0,35.0,334.0,139.3,0.298,0.688,0.919,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327988,2026-02-10 19:13:17,ORR_East,Ambulance,4,4,2.7,Weekday,False,Clear,False,0.0,False,True,0.942,48.5,213.1,224.3,0.246,0.568,0.966,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327989,2026-04-18 10:29:41,Central_Loop,Ambulance,6,5,3.96,Weekend,False,Clear,False,0.0,False,True,0.428,50.6,256.0,110.6,0.365,0.844,0.989,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327990,2025-09-08 06:44:06,Central_Loop,Ambulance,6,5,3.23,Weekday,False,Heavy Rain,True,52.8,False,True,0.671,41.5,283.5,141.2,0.274,0.632,0.926,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327991,2025-08-18 09:30:16,ORR_North,Ambulance,4,3,2.18,Weekday,False,Clear,False,0.0,False,True,0.92,49.1,165.9,184.9,0.186,0.43,0.972,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327992,2025-09-23 09:52:23,ORR_East,Ambulance,4,4,1.92,Weekday,False,Heavy Rain,True,37.5,False,False,1.0,27.6,293.7,166.7,0.213,0.491,0.82,Preemption partially degraded by extreme congestion - manual traffic police coordination advised
EMG327993,2026-01-24 17:08:29,Tumkur_Rd,Ambulance,3,2,1.49,Weekend,False,Clear,False,0.0,False,True,0.502,52.4,110.4,64.1,0.146,0.337,0.953,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327994,2025-10-29 08:50:15,Tumkur_Rd,Police Escort,3,2,1.64,Weekday,False,Clear,False,0.0,False,True,0.929,43.3,132.8,105.8,0.16,0.37,0.972,Police escort priority active - rolling signal clearance along corridor
EMG327995,2026-05-22 08:39:55,ORR_East,Fire Truck,4,3,1.64,Weekday,False,Clear,False,0.0,False,True,0.973,41.7,154.1,179.1,0.149,0.343,0.953,Fire truck priority active - full corridor signal preemption engaged
EMG327996,2025-07-18 21:26:58,Mysore_Rd,Ambulance,4,4,2.64,Weekday,False,Clear,False,0.0,False,True,0.315,47.5,208.7,123.7,0.217,0.501,0.955,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327997,2026-03-07 05:23:52,South_Loop,Fire Truck,5,5,2.53,Weekend,False,Clear,False,0.0,False,True,0.101,50.2,166.9,84.7,0.21,0.485,0.975,Fire truck priority active - full corridor signal preemption engaged
EMG327998,2025-10-11 00:12:14,South_Loop,Ambulance,5,4,1.7,Weekend,False,Clear,False,0.0,False,True,0.085,55.6,121.5,118.4,0.149,0.344,0.977,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG327999,2025-06-21 14:32:33,Old_Airport_Rd,Police Escort,5,4,2.52,Weekend,False,Rain,True,19.1,False,True,0.279,51.5,184.1,138.9,0.214,0.494,0.921,Police escort priority active - rolling signal clearance along corridor
EMG328000,2026-06-21 04:06:25,ORR_North,Ambulance,4,3,2.04,Weekend,False,Clear,False,0.0,False,True,0.145,58.0,122.6,78.7,0.162,0.374,0.975,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328001,2025-10-15 15:13:38,Hosur_Rd,Ambulance,2,2,1.44,Weekday,False,Clear,False,0.0,False,True,0.238,33.9,139.8,62.1,0.116,0.268,0.971,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328002,2025-03-11 10:35:25,ORR_East,Police Escort,4,3,2.57,Weekday,False,Clear,False,0.0,False,True,0.546,42.9,219.4,116.3,0.218,0.505,0.99,Police escort priority active - rolling signal clearance along corridor
EMG328003,2025-06-25 18:46:57,Old_Airport_Rd,Ambulance,5,5,2.44,Weekday,False,Clear,False,0.0,False,True,0.855,43.1,215.9,187.7,0.231,0.535,0.98,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328004,2026-04-04 15:53:15,ORR_East,Police Escort,4,3,2.47,Weekend,False,Clear,False,0.0,False,True,0.303,38.0,222.4,81.5,0.2,0.462,0.967,Police escort priority active - rolling signal clearance along corridor
EMG328005,2025-12-18 20:16:54,ORR_North,Ambulance,4,3,2.32,Weekday,False,Clear,False,0.0,False,True,0.607,44.2,182.9,82.3,0.213,0.492,0.972,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328006,2026-02-17 11:49:07,ORR_North,Ambulance,4,4,1.85,Weekday,False,Clear,False,0.0,False,True,0.253,53.8,122.7,66.1,0.175,0.404,0.95,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328007,2025-09-03 08:20:14,ORR_East,Police Escort,4,3,1.56,Weekday,False,Clear,False,0.0,False,True,0.942,40.6,135.7,163.1,0.159,0.367,0.974,Police escort priority active - rolling signal clearance along corridor
EMG328008,2025-10-06 05:16:07,Old_Airport_Rd,Ambulance,5,4,2.18,Weekday,False,Clear,False,0.0,False,True,0.165,51.3,154.1,78.8,0.175,0.405,0.979,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328009,2026-02-02 12:50:20,ORR_East,Ambulance,4,4,1.92,Weekday,False,Clear,False,0.0,False,True,0.244,40.3,176.7,98.0,0.179,0.413,0.975,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328010,2026-02-21 07:11:32,ORR_North,Police Escort,4,4,2.3,Weekend,False,Clear,False,0.0,False,True,0.309,52.3,159.5,134.8,0.195,0.451,0.965,Police escort priority active - rolling signal clearance along corridor
EMG328011,2025-05-19 09:03:53,Hosur_Rd,Police Escort,2,1,0.85,Weekday,False,Rain,True,14.6,False,True,1.0,40.4,74.2,105.7,0.063,0.146,0.915,Police escort priority active - rolling signal clearance along corridor
EMG328012,2026-01-06 15:56:38,Mysore_Rd,Ambulance,4,4,1.63,Weekday,False,Clear,False,0.0,False,True,0.402,42.7,126.7,114.8,0.154,0.357,0.981,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328013,2025-08-23 16:21:43,Sarjapur_Rd,Ambulance,4,4,1.69,Weekend,False,Clear,False,0.0,False,True,0.263,52.5,118.4,76.7,0.14,0.324,0.971,Ambulance priority active - all conflicting signals preempted for corridor clearance
EMG328014,2025-10-15 06:10:17,ORR_North,Ambulance,4,3,1.43,Weekday,False,Heavy Rain,True,33.6,False,True,0.624,48.9,105.7,93.8,0.135,0.313,0.934,Ambulance priority active - all conflicting signals preempted for corridor clearance
