vehicle_id,vehicle_type,gps_lat,gps_long,current_speed_kmph,lane,source,destination,priority_level,fuel_type
V000690,Car,12.962975,77.574081,34.4,1,J0018,J0001,Normal,Petrol
V000691,Car,12.957082,77.626503,43.0,2,J0024,J0001,Normal,Petrol
V000692,Car,12.889082,77.675427,51.6,3,J0010,J0026,Normal,Petrol
V000693,Bike,12.926781,77.660987,54.4,2,J0003,J0027,Normal,Petrol
V000694,Bike,12.99894,77.608709,13.0,3,J0018,J0016,Normal,Electric
V000695,Bike,13.00651,77.631665,38.9,4,J0025,J0023,Normal,Petrol
V000696,Fire Truck,12.950888,77.577704,33.0,1,J0015,J0024,Emergency,Diesel
V000697,Fire Truck,12.926488,77.65836,38.2,3,J0013,J0022,Emergency,Diesel
V000698,Car,12.960935,77.632458,28.3,1,J0002,J0024,High,Petrol
V000699,Bike,12.954599,77.574353,39.3,2,J0012,J0029,Normal,CNG
V000700,Car,12.974216,77.606848,31.5,3,J0011,J0001,Normal,Diesel
V000701,Car,12.936597,77.610653,26.0,4,J0001,J0002,Normal,Diesel
V000702,Car,13.014242,77.593135,45.7,1,J0003,J0008,Normal,Diesel
V000703,Car,12.944048,77.641864,31.5,2,J0021,J0002,Normal,Diesel
V000704,Bike,12.978719,77.619765,30.9,3,J0016,J0008,Normal,Electric
V000705,Bus,12.956721,77.574863,30.0,2,J0001,J0023,Normal,Diesel
V000706,Car,12.997975,77.6383,30.5,4,J0015,J0018,Normal,Petrol
V000707,Car,12.978052,77.686887,37.9,2,J0011,J0024,Normal,Petrol
V000708,Car,13.001917,77.578773,2.6,4,J0027,J0009,Normal,Petrol
V000709,Bike,12.982041,77.567941,39.2,3,J0024,J0006,Normal,Electric
V000710,Car,12.959629,77.62748,41.5,4,J0003,J0022,High,Petrol
V000711,Bike,13.01131,77.59387,21.7,3,J0018,J0005,Normal,Petrol
V000712,Car,12.99502,77.548511,40.6,2,J0017,J0022,Normal,Petrol
V000713,Car,12.997306,77.540643,41.5,4,J0016,J0007,Normal,Diesel
V000714,Truck,12.969726,77.641748,37.1,2,J0019,J0009,Normal,Diesel
V000715,Car,12.968073,77.556145,25.6,1,J0021,J0016,High,Petrol
V000716,Bike,12.99656,77.598467,32.3,4,J0018,J0024,High,Electric
V000717,Bike,12.959773,77.574768,31.5,1,J0027,J0020,Normal,Electric
V000718,Bike,12.992285,77.606192,38.7,2,J0007,J0017,Normal,Petrol
V000719,Car,12.979577,77.648384,25.2,2,J0022,J0008,Normal,Diesel
V000720,Truck,12.946652,77.620376,30.6,3,J0004,J0025,Normal,Diesel
V000721,Bike,12.972545,77.609227,9.1,2,J0029,J0004,Normal,Petrol
V000722,Truck,12.943661,77.64274,34.1,4,J0006,J0018,High,CNG
V000723,Bike,13.028753,77.61535,11.9,4,J0011,J0028,Normal,Electric
V000724,Car,12.938935,77.614148,24.4,3,J0019,J0018,Normal,Petrol
V000725,Bus,12.995001,77.625928,40.3,3,J0001,J0024,Normal,Diesel
V000726,Truck,12.963225,77.617306,30.1,2,J0001,J0010,High,CNG
V000727,Car,12.966686,77.640258,32.6,2,J0027,J0009,High,Petrol
V000728,Bus,12.955301,77.646889,34.8,2,J0005,J0009,Normal,Diesel
V000729,Bike,12.974521,77.596231,0.0,2,J0019,J0013,Normal,Electric
V000730,Bike,12.91951,77.662631,29.8,1,J0006,J0016,Normal,Petrol
V000731,Car,12.963814,77.631042,40.1,1,J0026,J0019,Normal,Electric
V000732,Car,12.97635,77.609383,22.3,2,J0014,J0030,Normal,CNG
V000733,Bike,12.971035,77.589171,31.9,1,J0021,J0025,Normal,Petrol
V000734,Car,12.946401,77.581365,26.9,2,J0019,J0005,Normal,Petrol
V000735,Bike,12.998418,77.624658,22.8,1,J0015,J0025,Normal,Petrol
V000736,Car,12.99243,77.626206,33.5,1,J0005,J0011,Normal,Diesel
V000737,Car,12.999144,77.622148,28.7,2,J0017,J0014,Normal,CNG
V000738,Truck,12.951864,77.577277,33.6,2,J0016,J0013,Normal,Diesel
V000739,Fire Truck,12.979668,77.649659,25.4,3,J0008,J0003,Emergency,Diesel
V000740,Car,12.975361,77.569512,29.0,4,J0003,J0004,Normal,Petrol
V000741,Car,12.97651,77.686756,34.6,3,J0020,J0021,Normal,Petrol
V000742,Car,12.955136,77.632606,33.9,2,J0020,J0005,Normal,Petrol
V000743,Car,12.941379,77.638849,34.7,1,J0024,J0028,Normal,Petrol
V000744,Bike,12.95938,77.645411,22.2,1,J0028,J0027,Normal,Petrol
V000745,Bike,12.969145,77.61827,37.7,2,J0015,J0016,Normal,Electric
V000746,Car,12.951733,77.585914,44.4,4,J0017,J0025,Normal,Diesel
V000747,Fire Truck,12.970078,77.640228,25.8,1,J0023,J0022,Emergency,Diesel
V000748,Bike,12.977171,77.650376,24.8,3,J0002,J0009,Normal,Petrol
V000749,Bike,13.011156,77.644959,28.0,1,J0002,J0015,Normal,Petrol
V000750,Bike,12.938976,77.640033,34.0,1,J0028,J0030,Normal,Petrol
V000751,Bike,12.964033,77.655605,22.9,1,J0013,J0008,High,Electric
V000752,Truck,12.980948,77.642287,30.5,4,J0018,J0003,Normal,Diesel
V000753,Bike,12.993619,77.676481,34.2,3,J0008,J0030,Normal,Petrol
V000754,Bike,12.973542,77.570655,16.6,3,J0012,J0022,Normal,Petrol
V000755,Fire Truck,12.963778,77.681657,16.5,1,J0009,J0026,Emergency,Diesel
V000756,Bike,12.977725,77.567757,36.2,3,J0018,J0009,Normal,Electric
V000757,Bike,12.97554,77.592827,16.1,2,J0024,J0013,Normal,Petrol
V000758,Bike,12.979052,77.607521,44.4,4,J0010,J0030,Normal,Petrol
V000759,Car,12.975023,77.616244,26.6,2,J0019,J0018,Normal,CNG
V000760,Car,12.99334,77.637839,30.4,4,J0029,J0017,High,Electric
V000761,Fire Truck,12.958261,77.643014,29.7,2,J0021,J0030,Emergency,Diesel
V000762,Truck,12.961482,77.629371,22.1,2,J0004,J0006,Normal,Diesel
V000763,Bike,12.893629,77.679263,27.8,3,J0014,J0010,Normal,Petrol
V000764,Car,12.979551,77.614612,29.4,3,J0006,J0001,Normal,Diesel
V000765,Bike,12.978541,77.643292,35.2,1,J0008,J0022,Normal,Petrol
V000766,Bus,12.963689,77.67658,39.2,3,J0028,J0020,Normal,Diesel
V000767,Car,12.919898,77.659295,38.7,1,J0005,J0006,Normal,Petrol
V000768,Fire Truck,13.007834,77.643643,37.9,2,J0014,J0008,Emergency,Diesel
V000769,Car,12.954902,77.627867,33.0,3,J0028,J0020,Normal,CNG
V000770,Bike,12.971941,77.60762,43.5,4,J0013,J0025,Normal,Electric
V000771,Car,12.946962,77.612983,33.6,1,J0019,J0020,Normal,Diesel
V000772,Bus,12.997029,77.675706,32.5,4,J0029,J0008,Normal,Electric
V000773,Car,12.979685,77.569289,29.8,1,J0017,J0025,Normal,Petrol
V000774,Bus,12.961943,77.614008,46.9,2,J0025,J0027,Normal,Diesel
V000775,Bike,12.965044,77.574657,27.0,4,J0023,J0017,High,Electric
V000776,Bus,12.957697,77.632272,15.6,2,J0017,J0004,Normal,Diesel
V000777,Car,12.979518,77.565837,32.2,2,J0006,J0015,Normal,Electric
V000778,Car,13.007537,77.60648,34.3,2,J0023,J0021,High,Diesel
V000779,Car,13.010444,77.631592,28.2,1,J0023,J0015,Normal,Diesel
V000780,Car,12.967311,77.67762,28.8,4,J0020,J0006,Normal,Petrol
V000781,Car,12.928064,77.658668,37.0,2,J0019,J0028,Normal,Petrol
V000782,Car,13.011703,77.588972,43.4,3,J0023,J0002,Normal,CNG
V000783,Fire Truck,13.005524,77.582079,29.7,1,J0021,J0006,Emergency,Diesel
V000784,Fire Truck,12.974526,77.585695,36.7,3,J0020,J0025,Emergency,Diesel
V000785,Truck,12.98531,77.622684,23.6,4,J0018,J0026,Normal,Diesel
V000786,Bike,12.923173,77.659105,48.9,1,J0015,J0014,Normal,Petrol
V000787,Truck,12.904585,77.638604,52.2,2,J0021,J0018,Normal,Diesel
V000788,Car,12.964348,77.65595,32.1,1,J0012,J0002,Normal,Diesel
V000789,Bike,12.961768,77.613508,5.9,1,J0011,J0030,Normal,Petrol
V000790,Car,13.013154,77.573222,47.3,2,J0010,J0020,Normal,Electric
V000791,Bike,12.998977,77.593913,23.7,3,J0030,J0002,Normal,Petrol
V000792,Bike,12.999275,77.610891,33.9,1,J0025,J0014,Normal,Petrol
V000793,Car,12.967319,77.639823,16.0,4,J0028,J0009,Normal,Diesel
V000794,Bike,12.90456,77.641385,32.6,1,J0002,J0004,Normal,Petrol
V000795,Bike,12.997257,77.632448,32.3,3,J0010,J0014,Normal,Petrol
V000796,Bike,12.90779,77.642153,28.2,4,J0012,J0030,Normal,Petrol
V000797,Bike,12.989569,77.616323,35.2,2,J0026,J0006,Normal,Petrol
V000798,Fire Truck,12.973385,77.59137,19.1,4,J0004,J0001,Emergency,Diesel
V000799,Car,12.962118,77.55285,28.9,4,J0026,J0020,High,Petrol
V000800,Car,12.980527,77.597901,32.0,3,J0007,J0001,Normal,Petrol
V000801,Car,12.96399,77.618966,19.5,1,J0017,J0018,Normal,Petrol
V000802,Car,12.99826,77.62288,38.0,1,J0024,J0019,Normal,CNG
V000803,Car,12.928806,77.658574,27.6,4,J0030,J0022,Normal,CNG
V000804,Bike,12.919884,77.659481,27.3,3,J0005,J0021,Normal,Petrol
V000805,Bike,12.948132,77.613153,35.4,3,J0002,J0027,Normal,Petrol
V000806,Car,12.974707,77.569979,30.2,3,J0022,J0011,Normal,Petrol
V000807,Car,12.979163,77.572839,46.2,2,J0011,J0013,Normal,Diesel
V000808,Car,12.978988,77.638341,26.0,3,J0004,J0028,Normal,Diesel
V000809,Car,12.994354,77.672309,25.2,2,J0009,J0014,Normal,Petrol
V000810,Bike,12.96667,77.614105,35.9,1,J0007,J0017,Normal,Petrol
V000811,Car,12.951656,77.571661,32.1,1,J0030,J0003,Normal,CNG
V000812,Bike,12.954606,77.641182,18.5,3,J0007,J0011,High,Electric
V000813,Car,13.002553,77.545181,27.9,2,J0027,J0017,Normal,Petrol
V000814,Car,12.979994,77.571507,38.9,1,J0023,J0028,Normal,Petrol
V000815,Car,12.976631,77.638308,48.2,1,J0028,J0003,Normal,Petrol
V000816,Bike,12.947339,77.620366,29.0,3,J0010,J0001,Normal,Petrol
V000817,Car,12.956132,77.575161,30.1,3,J0007,J0010,Normal,CNG
V000818,Bike,13.011674,77.642934,37.2,1,J0005,J0006,Normal,Electric
V000819,Truck,12.997602,77.547368,19.5,3,J0007,J0018,Normal,Diesel
V000820,Ambulance,13.003421,77.575527,35.6,2,J0019,J0008,Emergency,Diesel
V000821,Bike,12.931446,77.659962,2.0,1,J0018,J0015,Normal,Petrol
V000822,Bike,12.997607,77.546077,30.0,4,J0013,J0002,Normal,Petrol
V000823,Bike,12.91683,77.660436,34.8,4,J0021,J0027,Normal,Petrol
V000824,Car,12.954202,77.57361,43.9,1,J0023,J0025,Normal,Electric
V000825,Bike,12.926408,77.618003,23.0,4,J0019,J0005,Normal,Petrol
V000826,Car,12.957892,77.655606,31.2,2,J0023,J0025,Normal,Electric
V000827,Car,12.91176,77.638215,25.2,2,J0009,J0030,Normal,Diesel
V000828,Bike,13.007046,77.607109,28.3,4,J0015,J0016,Normal,Petrol
V000829,Bus,12.948404,77.652106,38.8,2,J0010,J0025,Normal,Diesel
V000830,Car,12.99458,77.633578,20.5,1,J0026,J0004,Normal,CNG
V000831,Truck,12.998963,77.62357,43.9,2,J0019,J0014,Normal,Diesel
V000832,Fire Truck,12.979469,77.574082,22.2,2,J0003,J0011,Emergency,Diesel
V000833,Bike,12.976655,77.61051,22.0,2,J0019,J0026,Normal,Petrol
V000834,Bike,12.940814,77.61715,42.2,4,J0030,J0023,Normal,Petrol
V000835,Bike,13.010857,77.609347,19.7,2,J0018,J0004,Normal,Petrol
V000836,Car,12.981989,77.635823,37.2,4,J0004,J0022,Normal,Petrol
V000837,Bike,12.961436,77.576582,34.5,1,J0003,J0007,Normal,Electric
V000838,Bike,12.958189,77.625713,13.0,4,J0018,J0010,Normal,Petrol
V000839,Bike,13.007566,77.61214,48.0,3,J0010,J0019,Normal,Electric
V000840,Ambulance,12.997819,77.636733,63.1,1,J0030,J0012,Emergency,Diesel
V000841,Bike,12.970053,77.682001,24.8,3,J0013,J0028,Normal,Petrol
V000842,Bike,12.964896,77.577761,46.0,3,J0001,J0023,Normal,Petrol
V000843,Car,12.973378,77.567995,40.4,4,J0008,J0014,Normal,Diesel
V000844,Bike,12.995114,77.629945,21.8,2,J0013,J0014,Normal,Petrol
V000845,Car,12.982317,77.571363,36.4,4,J0027,J0030,Normal,Petrol
V000846,Fire Truck,12.944882,77.641053,39.8,1,J0005,J0001,Emergency,Diesel
V000847,Car,12.990526,77.620897,21.1,2,J0022,J0014,High,Petrol
V000848,Bike,12.888996,77.675313,24.1,4,J0028,J0015,Normal,Petrol
V000849,Bus,12.977569,77.611759,16.8,3,J0018,J0027,Normal,Diesel
V000850,Bus,12.973235,77.592933,28.4,2,J0019,J0016,Normal,CNG
V000851,Car,12.949875,77.587195,32.1,1,J0019,J0012,Normal,Diesel
V000852,Bike,13.006899,77.631741,21.4,1,J0019,J0016,High,Petrol
V000853,Bike,12.938482,77.64267,6.5,1,J0025,J0009,Normal,Petrol
V000854,Bike,12.933765,77.609192,39.0,1,J0016,J0021,Normal,Petrol
V000855,Truck,12.920999,77.659802,38.9,3,J0010,J0020,Normal,Diesel
V000856,Car,12.927389,77.616878,28.1,3,J0017,J0029,Normal,Petrol
V000857,Fire Truck,13.009013,77.575055,44.1,1,J0010,J0006,Emergency,Diesel
V000858,Bike,12.966809,77.612597,30.6,1,J0024,J0026,Normal,Petrol
V000859,Bike,12.971073,77.569829,10.2,1,J0002,J0022,High,Petrol
V000860,Car,12.967655,77.679116,36.1,3,J0003,J0028,Normal,Petrol
V000861,Car,12.940379,77.634874,25.7,2,J0001,J0024,Normal,Electric
V000862,Bike,12.939591,77.640545,43.3,3,J0015,J0012,Normal,Electric
V000863,Car,12.971276,77.584531,20.8,3,J0026,J0017,Normal,Electric
V000864,Fire Truck,12.981927,77.640618,44.4,2,J0030,J0027,Emergency,Diesel
V000865,Bike,12.887513,77.678458,39.2,4,J0025,J0013,Normal,Electric
V000866,Car,12.974627,77.567816,46.5,3,J0024,J0027,Normal,CNG
V000867,Car,12.945925,77.653162,22.4,4,J0015,J0013,Normal,CNG
V000868,Bike,12.944667,77.584444,18.4,4,J0008,J0013,Normal,Petrol
V000869,Car,12.977833,77.610858,29.7,4,J0001,J0010,High,Petrol
V000870,Car,12.980168,77.650268,22.8,3,J0022,J0002,Normal,Electric
V000871,Bus,12.959535,77.656137,17.0,3,J0028,J0009,Normal,CNG
V000872,Car,12.917765,77.655729,25.5,2,J0013,J0015,Normal,CNG
V000873,Bike,12.954718,77.571966,30.1,2,J0017,J0011,Normal,Petrol
V000874,Car,12.969469,77.592808,32.7,1,J0027,J0003,Normal,Diesel
V000875,Bike,12.977831,77.684465,22.5,2,J0008,J0024,Normal,Petrol
V000876,Bike,12.964252,77.573006,25.3,2,J0020,J0022,Normal,Electric
V000877,Bike,12.996852,77.636035,36.1,2,J0004,J0003,Normal,Petrol
V000878,Bike,12.960395,77.654442,16.5,1,J0019,J0026,High,Petrol
V000879,Car,12.932959,77.612726,42.2,4,J0022,J0030,Normal,Electric
V000880,Car,12.973169,77.61278,34.7,3,J0023,J0029,Normal,Petrol
V000881,Bike,13.009315,77.645998,33.5,3,J0025,J0002,Normal,CNG
V000882,Car,12.945441,77.634045,35.4,2,J0006,J0015,Normal,Diesel
V000883,Car,12.988899,77.617046,29.7,4,J0004,J0005,Normal,Petrol
V000884,Bike,12.955719,77.632554,27.6,1,J0023,J0009,Normal,Petrol
V000885,Bike,13.011132,77.59159,39.2,2,J0015,J0001,Normal,Petrol
V000886,Car,12.997657,77.670255,28.7,3,J0022,J0013,Normal,Electric
V000887,Bike,12.963426,77.682431,27.8,4,J0023,J0025,Normal,Petrol
V000888,Bike,12.99898,77.606404,26.3,4,J0018,J0008,Normal,Petrol
V000889,Truck,12.978827,77.679548,27.6,1,J0011,J0022,Normal,Diesel
V000890,Ambulance,12.97455,77.596139,15.9,3,J0012,J0018,Emergency,Diesel
V000891,Bus,13.015336,77.586941,19.1,1,J0010,J0021,Normal,Electric
V000892,Bike,12.963011,77.619202,34.9,3,J0023,J0013,Normal,Petrol
V000893,Bike,12.954283,77.626873,20.2,2,J0024,J0007,Normal,Petrol
V000894,Fire Truck,12.933007,77.610386,25.1,1,J0016,J0013,Emergency,Diesel
V000895,Bike,12.989619,77.61567,34.8,1,J0018,J0027,Normal,Petrol
V000896,Car,12.964846,77.631318,46.9,4,J0002,J0013,Normal,Electric
V000897,Bike,12.951589,77.584648,33.0,1,J0005,J0024,Normal,Petrol
V000898,Car,12.959494,77.657207,36.7,1,J0001,J0016,High,Petrol
V000899,Bike,12.973036,77.585745,36.7,3,J0006,J0021,Normal,Electric
V000900,Car,12.906944,77.643772,40.9,1,J0006,J0027,Normal,Petrol
V000901,Bike,12.906126,77.639354,38.7,4,J0008,J0003,Normal,Petrol
V000902,Bike,12.947349,77.618126,51.6,2,J0022,J0013,Normal,Petrol
V000903,Fire Truck,12.967088,77.551981,29.7,2,J0025,J0002,Emergency,Diesel
V000904,Car,12.959962,77.643201,46.5,3,J0025,J0014,Normal,Diesel
V000905,Bus,12.923107,77.653941,51.9,4,J0002,J0005,Normal,CNG
V000906,Car,12.990834,77.61736,24.3,1,J0003,J0001,Normal,Diesel
V000907,Bike,13.004172,77.578979,24.1,4,J0014,J0023,Normal,Petrol
V000908,Car,12.973566,77.600001,31.5,2,J0009,J0017,Normal,Electric
V000909,Bike,12.995082,77.671522,23.1,1,J0020,J0006,Normal,Petrol
V000910,Bike,12.974315,77.68076,42.4,2,J0014,J0001,Normal,Petrol
V000911,Truck,13.001462,77.546009,39.9,2,J0020,J0012,Normal,Diesel
V000912,Bike,12.962929,77.552307,31.4,2,J0009,J0002,Normal,Petrol
V000913,Fire Truck,12.923056,77.661454,21.1,2,J0016,J0006,Emergency,Diesel
V000914,Car,12.960747,77.655103,23.7,3,J0012,J0010,Normal,Petrol
V000915,Bike,12.93989,77.643058,32.8,1,J0015,J0002,Normal,Electric
V000916,Car,12.979439,77.567846,37.5,2,J0016,J0017,Normal,CNG
V000917,Bike,13.012141,77.611688,28.9,3,J0014,J0007,Normal,Petrol
V000918,Car,12.946961,77.583793,9.8,2,J0004,J0008,Normal,Petrol
V000919,Car,12.920487,77.664041,33.8,4,J0019,J0016,Normal,Petrol
V000920,Ambulance,12.930801,77.618582,61.9,3,J0006,J0013,Emergency,Diesel
V000921,Bike,12.976631,77.600956,32.2,2,J0012,J0009,Normal,Petrol
V000922,Bike,13.008977,77.646686,34.1,4,J0005,J0004,Normal,Petrol
V000923,Bike,12.947977,77.581591,33.6,2,J0029,J0010,Normal,Petrol
V000924,Truck,12.947462,77.580667,22.8,4,J0003,J0014,Normal,CNG
V000925,Car,12.923055,77.658461,41.8,4,J0027,J0015,Normal,CNG
V000926,Car,13.00528,77.60483,41.2,2,J0014,J0019,Normal,Electric
V000927,Bike,12.886764,77.67689,20.9,1,J0002,J0016,Normal,Petrol
V000928,Car,12.967977,77.639937,19.4,2,J0027,J0004,Normal,Petrol
V000929,Bike,12.965579,77.642754,14.2,2,J0024,J0014,High,Petrol
V000930,Car,12.974764,77.595688,26.4,2,J0001,J0016,Normal,Diesel
V000931,Bike,12.944513,77.618365,12.1,4,J0019,J0001,High,Electric
V000932,Bike,12.998046,77.623491,9.2,4,J0006,J0026,Normal,Petrol
V000933,Car,12.980081,77.601123,5.6,3,J0003,J0013,Normal,Diesel
V000934,Car,12.941688,77.636671,32.0,2,J0009,J0023,High,CNG
V000935,Car,12.927657,77.654418,22.7,3,J0024,J0030,Normal,Electric
V000936,Car,12.996829,77.593988,34.6,3,J0015,J0020,Normal,Petrol
V000937,Truck,12.993299,77.606994,40.6,2,J0018,J0023,Normal,CNG
V000938,Car,13.008819,77.625486,29.7,2,J0021,J0016,Normal,CNG
V000939,Bike,13.009639,77.610186,54.2,4,J0012,J0029,Normal,Petrol
V000940,Car,12.975065,77.679556,20.9,1,J0015,J0016,Normal,Petrol
V000941,Truck,12.950816,77.586865,34.8,3,J0029,J0010,Normal,Diesel
V000942,Ambulance,12.998411,77.606813,49.6,4,J0007,J0029,Emergency,Diesel
V000943,Car,12.974433,77.583008,43.0,3,J0010,J0003,Normal,Petrol
V000944,Car,12.961158,77.64684,25.7,1,J0028,J0007,Normal,Petrol
V000945,Fire Truck,12.94723,77.586722,24.0,4,J0030,J0005,Emergency,Diesel
V000946,Bus,12.965106,77.653901,31.4,1,J0001,J0010,Normal,CNG
V000947,Car,12.984531,77.648029,40.5,3,J0021,J0011,Normal,Diesel
V000948,Bike,12.989423,77.615614,5.5,4,J0019,J0022,Normal,Petrol
V000949,Bike,12.964885,77.620159,40.0,4,J0006,J0026,Normal,Petrol
V000950,Car,12.963536,77.573436,27.1,2,J0005,J0012,Normal,Diesel
V000951,Car,12.947107,77.580844,25.6,2,J0010,J0006,High,Petrol
V000952,Car,13.007569,77.608391,20.1,3,J0019,J0005,Normal,Petrol
V000953,Bike,12.995511,77.669507,37.0,2,J0022,J0011,High,Petrol
V000954,Truck,12.94421,77.650612,44.7,1,J0018,J0010,Normal,Diesel
V000955,Truck,12.960754,77.645962,30.0,1,J0015,J0030,Normal,CNG
V000956,Truck,12.967072,77.676976,31.9,4,J0011,J0021,Normal,CNG
V000957,Fire Truck,12.943684,77.641762,36.6,2,J0019,J0022,Emergency,Diesel
V000958,Bike,12.958541,77.629037,42.6,4,J0011,J0023,Normal,Electric
V000959,Car,13.031858,77.61904,36.1,2,J0004,J0010,Normal,Petrol
V000960,Car,12.960423,77.572427,23.4,2,J0020,J0021,Normal,CNG
V000961,Bike,12.957155,77.57742,31.0,4,J0001,J0003,Normal,Petrol
V000962,Ambulance,12.967462,77.681677,36.6,4,J0013,J0007,Emergency,Diesel
V000963,Bike,12.964123,77.572119,29.9,2,J0030,J0022,Normal,Petrol
V000964,Bus,12.980292,77.572597,41.4,3,J0012,J0001,Normal,Diesel
V000965,Bus,13.029405,77.615034,23.5,4,J0003,J0007,Normal,CNG
V000966,Car,12.953836,77.628292,25.5,4,J0010,J0006,Normal,CNG
V000967,Car,12.91712,77.654045,32.2,3,J0020,J0003,Normal,Petrol
V000968,Bike,12.930528,77.656337,37.0,4,J0003,J0030,High,Petrol
V000969,Car,13.014064,77.643473,37.1,2,J0014,J0006,Normal,Petrol
V000970,Bike,13.007303,77.57707,38.3,3,J0018,J0016,Normal,Electric
V000971,Car,13.02949,77.615258,33.7,1,J0024,J0015,Normal,Petrol
V000972,Car,12.974644,77.601629,37.5,3,J0027,J0021,Normal,Petrol
V000973,Truck,12.96594,77.640371,36.6,3,J0021,J0008,Normal,Diesel
V000974,Fire Truck,12.980891,77.641708,18.3,4,J0024,J0012,Emergency,Diesel
V000975,Bike,12.973824,77.601664,21.0,1,J0022,J0016,High,Petrol
V000976,Bike,12.974763,77.568691,33.8,1,J0028,J0009,Normal,Petrol
V000977,Bus,12.964135,77.64041,35.5,3,J0005,J0012,Normal,Diesel
V000978,Bike,12.975623,77.686659,12.4,1,J0002,J0010,Normal,Petrol
V000979,Bike,12.978031,77.589509,24.7,2,J0025,J0004,Normal,Petrol
V000980,Bike,13.016193,77.578308,35.3,3,J0026,J0010,Normal,Petrol
V000981,Bike,12.954856,77.640539,32.7,3,J0001,J0005,Normal,Electric
V000982,Car,12.95046,77.647932,16.6,2,J0004,J0007,Normal,CNG
V000983,Bike,13.033758,77.621083,35.6,1,J0020,J0023,Normal,Petrol
V000984,Bike,13.007397,77.625664,34.1,4,J0027,J0005,High,Petrol
V000985,Bike,12.97431,77.615,17.8,3,J0027,J0015,Normal,Petrol
V000986,Car,12.946456,77.617323,29.6,2,J0027,J0004,Normal,Diesel
V000987,Car,12.963902,77.550109,42.8,1,J0005,J0003,Normal,Petrol
V000988,Bike,12.943543,77.640738,14.9,1,J0014,J0002,Normal,Electric
V000989,Truck,12.963571,77.575864,35.9,1,J0016,J0004,High,Diesel
V000990,Bike,12.944343,77.640443,38.9,2,J0004,J0026,Normal,Petrol
V000991,Car,12.943359,77.640621,33.4,3,J0012,J0001,Normal,Electric
V000992,Car,12.948128,77.648433,32.2,2,J0028,J0017,Normal,Diesel
V000993,Car,12.923042,77.660862,37.0,2,J0025,J0001,Normal,Electric
V000994,Car,12.940163,77.639969,18.0,1,J0018,J0001,High,Electric
V000995,Ambulance,12.995944,77.631582,38.3,2,J0016,J0012,Emergency,Diesel
V000996,Ambulance,12.974461,77.586938,40.9,4,J0027,J0012,Emergency,Diesel
V000997,Truck,12.893455,77.67645,21.4,1,J0004,J0025,High,Diesel
V000998,Truck,12.988239,77.620548,46.8,1,J0025,J0012,Normal,Diesel
V000999,Truck,12.978703,77.568116,42.1,3,J0010,J0015,Normal,Diesel
V001000,Bike,12.951228,77.585445,41.4,4,J0018,J0014,Normal,Petrol
