log_id,timestamp,junction_id,neighbor_junction_id,message_type,priority_class,day_type,is_festival,is_rain,is_accident,proposed_green_time_sec,counter_offer_time_sec,final_agreed_time_sec,negotiation_rounds,response_latency_ms,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
LOG1034197,2025-06-05 18:15:53.000000,J033,J008,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,87.6,62.1,70.7,4,403,0.887,11.3,58.2,196.9,0.09,0.209,0.839,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034198,2025-03-23 13:19:34.000000,J011,J040,GRANT,Normal,Weekend,False,False,False,21.3,21.3,18.7,1,280,0.097,35.1,7.8,55.9,0.059,0.136,0.967,Normal free-flow traffic - standard signal timing maintained
LOG1034199,2025-06-25 07:36:11.000000,J028,J039,COUNTER,Normal,Weekday,False,False,False,66.5,51.9,55.2,2,334,0.555,22.5,32.4,81.1,0.039,0.091,0.95,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034200,2025-11-18 18:26:53.000000,J033,J034,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,89.0,65.7,72.5,4,420,0.884,10.9,56.5,216.9,0.101,0.234,0.874,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034201,2026-03-10 12:22:07.000000,J023,J040,GRANT,Normal,Weekday,False,True,False,31.1,31.1,30.9,1,213,0.196,31.2,8.3,86.4,0.079,0.182,0.926,Light rain detected - minor speed reduction advised
LOG1034202,2025-08-05 16:24:14.000000,J006,J040,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,60.8,35.9,39.0,3,396,0.598,23.1,41.6,133.8,0.084,0.193,0.895,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034203,2025-05-26 12:57:38.000000,J017,J008,GRANT,Normal,Weekday,False,False,False,25.3,25.3,24.2,1,295,0.091,27.2,10.5,73.4,0.036,0.083,0.99,Normal free-flow traffic - standard signal timing maintained
LOG1034204,2026-03-05 14:10:06.000000,J004,J024,COUNTER,Normal,Weekday,True,True,False,56.0,31.5,38.0,2,241,0.515,20.7,36.0,150.6,0.085,0.196,0.835,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034205,2026-05-23 00:36:43.000000,J011,J040,GRANT,Normal,Weekend,False,True,False,38.2,38.2,36.6,1,280,0.254,36.8,18.6,48.8,0.027,0.062,0.908,Light rain detected - minor speed reduction advised
LOG1034206,2026-03-03 08:00:36.000000,J003,J033,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,62.7,53.5,52.0,4,445,0.66,19.1,47.1,160.1,0.097,0.223,0.928,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034207,2025-03-05 16:20:08.000000,J033,J009,GRANT,Normal,Weekday,False,False,False,50.0,50.0,48.5,1,238,0.403,27.2,26.3,122.0,0.075,0.173,0.972,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034208,2025-03-01 23:54:34.000000,J006,J005,COUNTER,Normal,Weekend,False,False,False,13.5,12.0,12.0,2,335,0.051,41.7,9.2,45.6,0.04,0.093,0.946,Normal free-flow traffic - standard signal timing maintained
LOG1034209,2025-05-30 18:24:15.000000,J008,J014,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,86.6,66.4,71.4,4,372,0.856,12.8,65.9,119.3,0.068,0.157,0.893,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034210,2025-01-06 17:20:48.000000,J026,J042,COUNTER,Normal,Weekday,False,False,False,76.2,57.7,66.3,2,244,0.716,18.1,44.4,153.0,0.105,0.243,0.965,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034211,2025-11-30 14:33:56.000000,J029,J037,COUNTER,Bus,Weekend,False,False,False,30.3,27.1,27.5,2,349,0.014,43.2,3.8,44.6,0.041,0.095,0.97,Bus priority granted - green extension issued to reduce transit delay
LOG1034212,2026-06-20 23:34:43.000000,J025,J032,COUNTER,Normal,Weekend,False,False,False,20.6,18.4,21.3,2,313,0.099,21.7,3.2,69.8,0.044,0.101,0.932,Normal free-flow traffic - standard signal timing maintained
LOG1034213,2025-02-22 13:48:22.000000,J018,J027,GRANT,Bus,Weekend,False,False,False,40.0,40.0,37.2,1,223,0.072,38.7,9.2,71.7,0.083,0.192,0.951,Bus priority granted - green extension issued to reduce transit delay
LOG1034214,2025-04-16 17:48:05.000000,J028,J006,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,96.7,61.3,70.8,3,320,0.571,22.7,35.0,113.3,0.085,0.196,0.916,Bus priority granted - green extension issued to reduce transit delay
LOG1034215,2026-01-22 15:53:12.000000,J015,J010,COUNTER,Normal,Weekday,False,False,False,33.2,26.7,25.9,2,283,0.284,28.5,16.3,89.7,0.073,0.168,0.963,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034216,2026-05-25 09:50:47.000000,J001,J029,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,86.0,73.8,74.6,3,417,0.88,10.9,53.5,188.7,0.088,0.203,0.879,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034217,2025-09-13 13:41:39.000000,J018,J022,COUNTER,Normal,Weekend,False,True,False,33.9,29.4,34.0,2,303,0.237,30.3,19.5,98.3,0.074,0.171,0.905,Light rain detected - minor speed reduction advised
LOG1034218,2025-05-29 08:07:08.000000,J030,J001,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,89.7,79.9,82.2,3,331,0.865,9.9,58.0,175.4,0.09,0.209,0.862,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034219,2025-11-14 13:54:37.000000,J032,J003,GRANT,Bus,Weekday,False,False,False,31.8,31.8,33.8,1,265,0.04,35.8,2.1,38.9,0.03,0.069,0.97,Bus priority granted - green extension issued to reduce transit delay
LOG1034220,2026-01-30 07:50:46.000000,J003,J028,COUNTER,Normal,Weekday,False,False,False,59.4,41.6,45.9,2,315,0.582,24.4,39.8,127.6,0.094,0.218,0.946,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034221,2025-07-02 15:45:38.000000,J023,J027,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,65.9,57.3,58.1,3,324,0.548,14.7,39.0,140.0,0.078,0.18,0.878,Light rain detected - minor speed reduction advised
LOG1034222,2026-03-16 05:05:01.000000,J031,J027,COUNTER,Bus,Weekday,False,False,False,38.9,34.5,36.5,2,245,0.118,35.3,13.7,55.5,0.038,0.088,0.923,Bus priority granted - green extension issued to reduce transit delay
LOG1034223,2026-03-23 19:53:08.000000,J014,J034,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,78.9,54.2,62.7,3,327,0.45,24.0,31.5,91.5,0.066,0.151,0.924,Bus priority granted - green extension issued to reduce transit delay
LOG1034224,2026-03-07 10:25:43.000000,J004,J006,GRANT,Bus,Weekend,False,False,False,59.0,59.0,57.5,1,243,0.227,31.4,15.9,78.2,0.063,0.145,0.984,Bus priority granted - green extension issued to reduce transit delay
LOG1034225,2025-06-23 08:10:42.000000,J001,J019,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,94.7,82.5,86.5,4,432,0.54,23.1,36.6,112.6,0.075,0.172,0.911,Bus priority granted - green extension issued to reduce transit delay
LOG1034226,2026-01-02 16:01:18.000000,J015,J026,DENY_THEN_COUNTER,Normal,Weekday,True,False,False,65.5,47.6,53.2,3,395,0.58,17.0,32.7,137.4,0.063,0.145,0.875,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034227,2025-01-17 19:38:56.000000,J028,J034,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,59.5,33.5,41.5,3,327,0.665,16.4,37.3,126.8,0.07,0.163,0.918,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034228,2025-02-23 15:15:17.000000,J036,J002,GRANT,Normal,Weekend,False,False,False,25.1,25.1,26.5,1,236,0.123,37.3,9.0,68.1,0.073,0.169,0.976,Normal free-flow traffic - standard signal timing maintained
LOG1034229,2025-01-17 14:57:04.000000,J002,J012,GRANT,Bus,Weekday,False,False,False,39.7,39.7,43.5,1,279,0.078,36.2,2.0,73.4,0.055,0.126,0.956,Bus priority granted - green extension issued to reduce transit delay
LOG1034230,2025-07-29 05:04:16.000000,J001,J021,GRANT,Normal,Weekday,False,False,False,22.8,22.8,25.0,1,226,0.113,26.3,2.0,42.4,0.039,0.09,0.969,Normal free-flow traffic - standard signal timing maintained
LOG1034231,2025-02-07 07:16:22.000000,J028,J004,COUNTER,Normal,Weekday,False,False,False,50.4,30.2,34.6,2,290,0.48,23.1,29.9,82.0,0.056,0.13,0.948,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034232,2025-03-26 18:46:01.000000,J008,J009,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,96.9,79.8,83.2,3,354,0.579,25.0,33.6,63.7,0.052,0.121,0.94,Bus priority granted - green extension issued to reduce transit delay
LOG1034233,2025-09-23 10:23:53.000000,J024,J014,GRANT,Ambulance,Weekday,False,False,False,95.3,95.3,95.3,1,266,0.102,40.3,7.9,70.6,0.048,0.111,0.98,Ambulance priority active - all conflicting signals preempted for corridor clearance
LOG1034234,2025-04-04 14:01:33.000000,J005,J031,COUNTER,Normal,Weekday,False,False,False,21.1,18.8,17.3,2,352,0.14,35.4,9.1,34.7,0.014,0.032,0.942,Normal free-flow traffic - standard signal timing maintained
LOG1034235,2026-03-19 08:26:20.000000,J002,J041,COUNTER,Normal,Weekday,True,False,False,90.0,80.9,80.0,2,237,0.869,15.8,57.7,141.3,0.075,0.174,0.893,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034236,2025-05-09 19:26:45.000000,J030,J007,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,85.1,60.3,65.4,4,336,0.897,13.4,58.1,208.2,0.122,0.281,0.828,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034237,2025-04-28 09:45:49.000000,J039,J012,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,83.2,60.0,65.6,3,365,0.837,19.4,55.8,180.8,0.128,0.295,0.9,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034238,2025-05-03 13:37:09.000000,J018,J026,COUNTER,Normal,Weekend,False,False,False,19.2,17.1,15.4,2,277,0.07,28.5,8.2,98.7,0.06,0.138,0.948,Normal free-flow traffic - standard signal timing maintained
LOG1034239,2026-04-18 16:44:12.000000,J035,J026,COUNTER,Normal,Weekend,False,False,False,46.1,35.8,36.2,2,299,0.408,26.9,24.4,131.3,0.09,0.209,0.947,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034240,2025-03-08 13:34:39.000000,J017,J016,GRANT,Normal,Weekend,False,False,False,20.0,20.0,21.1,1,236,0.061,32.3,4.3,45.8,0.043,0.098,0.949,Normal free-flow traffic - standard signal timing maintained
LOG1034241,2025-02-18 14:51:33.000000,J018,J020,GRANT,Normal,Weekday,False,False,False,30.5,30.5,31.7,1,278,0.162,34.8,10.7,67.7,0.048,0.112,0.99,Normal free-flow traffic - standard signal timing maintained
LOG1034242,2026-01-02 17:12:32.000000,J005,J027,COUNTER,Normal,Weekday,True,False,False,87.8,76.2,80.0,2,338,0.844,13.3,63.7,145.6,0.074,0.171,0.9,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034243,2026-06-23 11:45:35.000000,J037,J001,GRANT,Normal,Weekday,False,True,False,54.0,54.0,52.8,1,240,0.477,27.3,31.5,84.8,0.058,0.134,0.919,Light rain detected - minor speed reduction advised
LOG1034244,2025-06-12 08:06:22.000000,J024,J026,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,79.9,47.1,54.8,3,327,0.805,14.5,48.4,135.7,0.083,0.191,0.925,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034245,2025-01-24 18:04:46.000000,J022,J017,COUNTER,Bus,Weekday,False,False,False,96.0,81.8,86.3,2,312,0.522,21.6,33.8,104.0,0.061,0.14,0.938,Bus priority granted - green extension issued to reduce transit delay
LOG1034246,2025-07-10 19:25:37.000000,J036,J034,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,73.4,53.0,55.6,4,390,0.698,18.0,48.2,118.2,0.059,0.136,0.944,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034247,2026-05-11 12:42:24.000000,J003,J016,GRANT,Normal,Weekday,False,False,False,22.9,22.9,23.5,1,218,0.154,31.9,12.0,35.0,0.046,0.107,0.967,Normal free-flow traffic - standard signal timing maintained
LOG1034248,2026-02-24 13:35:52.000000,J008,J001,GRANT,Bus,Weekday,False,False,False,38.6,38.6,40.2,1,283,0.043,28.8,2.0,80.9,0.057,0.131,0.957,Bus priority granted - green extension issued to reduce transit delay
LOG1034249,2025-10-30 15:36:40.000000,J024,J021,COUNTER,Normal,Weekday,False,False,False,35.5,30.5,33.9,2,237,0.319,24.4,21.9,75.2,0.036,0.084,0.943,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034250,2025-04-14 13:29:15.000000,J006,J030,GRANT,Normal,Weekday,True,False,False,47.5,47.5,46.5,1,227,0.381,30.8,24.0,95.5,0.082,0.19,0.919,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034251,2026-05-01 17:17:12.000000,J016,J018,COUNTER,Normal,Weekday,True,False,False,87.1,65.7,73.2,2,348,0.857,11.0,62.1,257.4,0.124,0.286,0.902,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034252,2026-01-14 16:42:51.000000,J033,J036,DENY_THEN_COUNTER,Normal,Weekday,True,False,False,77.1,50.5,57.0,4,408,0.744,19.2,45.6,142.4,0.104,0.239,0.858,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034253,2025-03-25 20:12:16.000000,J014,J018,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,56.4,40.0,46.8,3,352,0.598,21.6,44.5,155.8,0.094,0.217,0.928,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034254,2025-06-10 18:41:04.000000,J035,J034,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,102.0,73.4,79.3,4,430,0.593,17.5,33.4,122.7,0.078,0.18,0.907,Bus priority granted - green extension issued to reduce transit delay
LOG1034255,2026-04-26 13:18:28.000000,J024,J007,GRANT,Normal,Weekend,False,True,False,38.6,38.6,39.4,1,253,0.231,34.0,18.1,63.6,0.057,0.131,0.922,Light rain detected - minor speed reduction advised
LOG1034256,2025-12-30 13:47:38.000000,J034,J025,COUNTER,Normal,Weekday,False,True,False,29.0,26.0,29.8,2,324,0.216,26.1,14.4,93.3,0.06,0.138,0.902,Light rain detected - minor speed reduction advised
LOG1034257,2025-06-01 08:26:14.000000,J007,J013,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,78.8,51.6,58.2,3,376,0.426,24.1,29.5,85.9,0.049,0.114,0.945,Bus priority granted - green extension issued to reduce transit delay
LOG1034258,2025-06-11 16:52:37.000000,J038,J029,COUNTER,Normal,Weekday,False,True,False,90.0,70.5,78.6,2,300,0.872,13.0,59.4,206.5,0.097,0.224,0.896,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034259,2026-04-11 21:55:21.000000,J013,J026,GRANT,Normal,Weekend,False,False,False,25.8,25.8,27.3,1,203,0.127,39.3,11.8,61.3,0.062,0.144,0.979,Normal free-flow traffic - standard signal timing maintained
LOG1034260,2025-03-28 13:52:45.000000,J011,J032,GRANT,Normal,Weekday,False,False,False,37.2,37.2,41.5,1,226,0.172,36.9,8.8,51.9,0.044,0.102,0.965,Normal free-flow traffic - standard signal timing maintained
LOG1034261,2026-01-31 09:00:49.000000,J026,J003,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,70.0,44.9,52.0,4,418,0.696,20.9,46.5,108.5,0.062,0.143,0.949,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034262,2025-08-05 17:48:21.000000,J037,J038,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,86.5,54.1,61.6,4,394,0.905,11.5,62.3,151.7,0.069,0.159,0.832,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034263,2025-03-30 14:02:53.000000,J007,J037,GRANT,Normal,Weekend,True,False,False,38.6,38.6,35.8,1,253,0.279,32.8,18.0,65.3,0.056,0.129,0.93,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034264,2026-06-03 09:25:02.000000,J001,J041,COUNTER,Normal,Weekday,False,True,False,90.0,74.6,82.4,2,268,0.865,14.9,48.8,196.8,0.107,0.248,0.872,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034265,2026-05-27 20:45:46.000000,J001,J014,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,58.6,48.6,52.5,3,311,0.552,15.9,37.4,99.7,0.047,0.109,0.853,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1034266,2025-03-07 15:30:24.000000,J024,J029,GRANT,Normal,Weekday,False,False,False,31.9,31.9,34.4,1,239,0.265,33.0,18.1,41.6,0.022,0.052,0.97,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034267,2025-02-02 20:25:28.000000,J013,J015,COUNTER,Normal,Weekend,False,False,False,43.3,30.4,35.0,2,283,0.361,25.9,30.0,87.6,0.064,0.147,0.948,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034268,2026-03-27 07:05:38.000000,J002,J016,COUNTER,Normal,Weekday,True,False,False,59.5,50.1,54.2,2,353,0.558,20.8,33.7,164.8,0.106,0.245,0.923,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034269,2026-05-10 20:14:55.000000,J025,J006,GRANT,Bus,Weekend,False,False,False,48.4,48.4,47.4,1,255,0.223,35.9,13.5,70.0,0.065,0.151,0.949,Bus priority granted - green extension issued to reduce transit delay
LOG1034270,2026-04-27 08:36:56.000000,J028,J024,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,96.7,63.5,67.9,3,384,0.574,17.3,42.3,179.1,0.088,0.204,0.942,Bus priority granted - green extension issued to reduce transit delay
LOG1034271,2026-02-03 14:40:19.000000,J028,J015,GRANT,Normal,Weekday,False,False,False,29.4,29.4,27.4,1,338,0.185,32.4,12.5,88.2,0.067,0.155,0.986,Normal free-flow traffic - standard signal timing maintained
LOG1034272,2025-12-02 08:56:57.000000,J018,J041,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,102.0,68.1,75.5,3,413,0.615,22.1,44.4,150.9,0.123,0.285,0.927,Bus priority granted - green extension issued to reduce transit delay
LOG1034273,2026-05-02 07:27:10.000000,J004,J034,COUNTER,Normal,Weekend,True,False,False,64.4,53.6,56.9,2,290,0.546,20.7,39.9,118.3,0.083,0.191,0.904,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034274,2025-11-01 08:34:43.000000,J040,J013,COUNTER,Normal,Weekend,True,False,False,86.1,64.2,77.2,2,236,0.845,14.8,56.3,185.7,0.113,0.261,0.913,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1034275,2026-05-20 14:47:12.000000,J041,J022,GRANT,Bus,Weekday,False,False,False,34.0,34.0,33.7,1,250,0.094,33.4,2.0,86.0,0.056,0.129,0.968,Bus priority granted - green extension issued to reduce transit delay
LOG1034276,2026-06-25 18:00:07.000000,J018,J039,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,99.5,54.7,65.0,3,313,0.597,21.1,40.3,119.0,0.086,0.2,0.922,Bus priority granted - green extension issued to reduce transit delay
LOG1034277,2025-06-08 10:56:18.000000,J037,J032,GRANT,Bus,Weekend,False,True,False,65.9,65.9,63.9,1,239,0.294,32.0,24.5,59.8,0.051,0.118,0.922,Bus priority granted - green extension issued to reduce transit delay
LOG1034278,2025-12-17 07:56:17.000000,J030,J012,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,81.2,64.8,68.0,4,382,0.447,28.4,32.0,79.7,0.051,0.118,0.937,Bus priority granted - green extension issued to reduce transit delay
LOG1034279,2026-04-21 12:04:14.000000,J030,J026,COUNTER,Bus,Weekday,False,False,False,44.0,29.1,36.9,2,271,0.126,32.8,5.1,68.7,0.046,0.106,0.952,Bus priority granted - green extension issued to reduce transit delay
LOG1034280,2025-09-25 13:35:12.000000,J036,J040,COUNTER,Normal,Weekday,False,False,False,15.9,14.0,14.1,2,303,0.067,30.7,3.0,49.7,0.042,0.096,0.953,Normal free-flow traffic - standard signal timing maintained
LOG1034281,2025-06-13 16:08:51.000000,J033,J023,COUNTER,Bus,Weekday,False,False,False,60.0,45.6,52.3,2,254,0.257,28.1,18.7,55.9,0.046,0.107,0.932,Bus priority granted - green extension issued to reduce transit delay
LOG1034282,2025-08-26 16:53:55.000000,J039,J034,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,66.2,44.7,48.0,4,443,0.598,22.1,35.0,87.7,0.047,0.109,0.907,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034283,2026-05-07 16:07:47.000000,J031,J041,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,78.8,58.0,59.9,4,489,0.39,24.8,25.2,49.7,0.034,0.08,0.89,Bus priority granted - green extension issued to reduce transit delay
LOG1034284,2026-05-09 01:08:06.000000,J001,J004,COUNTER,Normal,Weekend,False,True,False,47.4,42.1,45.4,2,275,0.378,27.3,25.3,106.2,0.085,0.197,0.92,Light rain detected - minor speed reduction advised
LOG1034285,2026-06-26 18:52:15.000000,J035,J029,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,101.9,66.6,70.8,4,331,0.577,22.0,38.5,120.9,0.064,0.149,0.916,Bus priority granted - green extension issued to reduce transit delay
LOG1034286,2025-08-19 20:43:40.000000,J027,J039,COUNTER,Normal,Weekday,False,False,False,47.4,37.5,41.1,2,328,0.422,26.0,26.6,92.3,0.061,0.14,0.947,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034287,2025-10-07 08:44:11.000000,J034,J009,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,84.7,48.6,54.8,4,443,0.834,14.5,55.8,144.0,0.089,0.205,0.877,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034288,2025-06-28 15:03:17.000000,J009,J022,COUNTER,Normal,Weekend,False,True,False,29.4,22.9,23.7,2,233,0.221,32.5,9.8,57.3,0.055,0.128,0.894,Light rain detected - minor speed reduction advised
LOG1034289,2026-05-02 06:05:09.000000,J035,J011,GRANT,Normal,Weekend,True,False,False,39.0,39.0,36.0,1,147,0.218,35.6,15.5,72.4,0.073,0.169,0.895,Normal free-flow traffic - standard signal timing maintained
LOG1034290,2026-01-23 10:30:09.000000,J034,J011,COUNTER,Bus,Weekday,False,False,False,68.6,48.0,58.3,2,360,0.351,29.2,19.0,88.1,0.053,0.123,0.964,Bus priority granted - green extension issued to reduce transit delay
LOG1034291,2025-05-02 11:54:21.000000,J009,J011,GRANT,Normal,Weekday,True,True,False,55.5,55.5,56.1,1,245,0.418,30.8,33.4,93.6,0.069,0.159,0.89,Light rain detected - minor speed reduction advised
LOG1034292,2026-01-28 14:41:39.000000,J023,J029,COUNTER,Normal,Weekday,False,False,False,26.5,20.0,21.9,2,334,0.15,30.6,10.2,46.5,0.044,0.102,0.952,Normal free-flow traffic - standard signal timing maintained
LOG1034293,2025-04-14 06:24:09.000000,J030,J040,GRANT,Bus,Weekday,True,False,False,59.2,59.2,57.4,1,259,0.26,31.1,16.5,48.1,0.036,0.083,0.909,Bus priority granted - green extension issued to reduce transit delay
LOG1034294,2025-03-20 23:36:31.000000,J034,J031,GRANT,Ambulance,Weekday,False,False,False,53.6,53.6,53.6,1,232,0.013,33.1,5.1,58.6,0.048,0.111,0.948,Ambulance priority active - all conflicting signals preempted for corridor clearance
LOG1034295,2025-02-01 15:12:01.000000,J013,J004,GRANT,Normal,Weekend,False,False,False,26.7,26.7,28.2,1,278,0.189,38.0,14.7,75.8,0.082,0.189,0.971,Normal free-flow traffic - standard signal timing maintained
LOG1034296,2026-04-10 12:56:21.000000,J016,J039,GRANT,Bus,Weekday,False,False,False,38.3,38.3,36.9,1,177,0.067,33.6,4.0,45.4,0.037,0.085,0.94,Bus priority granted - green extension issued to reduce transit delay
LOG1034297,2026-01-01 21:18:00.000000,J035,J024,DENY_THEN_COUNTER,Bus,Weekday,True,False,False,75.1,51.8,57.6,3,306,0.369,25.2,25.5,81.3,0.03,0.069,0.914,Bus priority granted - green extension issued to reduce transit delay
LOG1034298,2025-04-04 07:35:32.000000,J018,J031,GRANT,Normal,Weekday,False,False,False,57.7,57.7,59.7,1,312,0.478,24.3,27.6,144.4,0.089,0.206,0.973,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034299,2026-02-14 19:31:09.000000,J037,J028,DENY_THEN_COUNTER,Bus,Weekend,False,False,False,76.7,51.4,57.2,4,415,0.413,23.3,24.6,99.7,0.045,0.104,0.929,Bus priority granted - green extension issued to reduce transit delay
LOG1034300,2025-12-02 05:20:12.000000,J032,J007,COUNTER,Normal,Weekday,False,False,False,25.0,21.3,20.7,2,325,0.148,30.7,14.2,85.1,0.064,0.147,0.96,Normal free-flow traffic - standard signal timing maintained
LOG1034301,2025-02-09 15:05:26.000000,J038,J009,COUNTER,Normal,Weekend,False,False,False,29.5,18.2,21.9,2,381,0.234,28.8,16.7,46.4,0.045,0.105,0.944,Normal free-flow traffic - standard signal timing maintained
LOG1034302,2025-03-18 08:54:15.000000,J024,J029,COUNTER,Normal,Weekday,False,False,False,90.0,58.6,66.3,2,270,0.896,11.5,61.3,265.1,0.122,0.282,0.934,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034303,2026-05-23 21:46:00.000000,J002,J040,COUNTER,Normal,Weekend,False,True,False,33.0,23.7,28.1,2,338,0.159,32.2,15.7,61.0,0.053,0.123,0.866,Light rain detected - minor speed reduction advised
LOG1034304,2025-09-29 09:01:03.000000,J011,J040,COUNTER,Bus,Weekday,False,False,False,102.0,86.8,90.0,2,217,0.592,25.5,45.7,114.4,0.083,0.192,0.95,Bus priority granted - green extension issued to reduce transit delay
LOG1034305,2026-04-16 15:59:26.000000,J031,J012,DENY_THEN_COUNTER,Bus,Weekday,False,True,False,73.0,58.5,67.2,3,344,0.362,27.0,25.7,90.4,0.078,0.18,0.909,Bus priority granted - green extension issued to reduce transit delay
LOG1034306,2025-03-13 08:01:10.000000,J010,J036,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,72.8,64.1,65.1,4,390,0.639,23.5,39.5,110.6,0.081,0.186,0.88,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034307,2025-05-16 11:47:15.000000,J007,J027,COUNTER,Bus,Weekday,False,False,False,44.4,36.7,36.3,2,383,0.147,25.8,7.8,94.8,0.044,0.102,0.954,Bus priority granted - green extension issued to reduce transit delay
LOG1034308,2026-01-07 11:35:45.000000,J018,J020,COUNTER,Normal,Weekday,False,False,False,31.4,21.4,23.2,2,367,0.253,32.0,14.0,71.7,0.033,0.075,0.942,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034309,2026-01-23 19:09:30.000000,J017,J020,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,80.7,54.9,60.9,3,312,0.867,11.2,58.9,173.7,0.087,0.2,0.89,Heavy congestion detected - signal timing extended and reroute suggested
LOG1034310,2025-09-01 20:11:30.000000,J039,J029,COUNTER,Normal,Weekday,False,False,False,60.0,34.8,43.1,2,287,0.534,19.4,35.3,104.9,0.071,0.163,0.956,Moderate traffic flow - standard adaptive signal timing in effect
LOG1034311,2025-10-14 17:46:33.000000,J021,J030,COUNTER,Bus,Weekday,False,True,False,102.0,85.6,90.0,2,338,0.595,24.8,37.3,127.8,0.095,0.22,0.895,Bus priority granted - green extension issued to reduce transit delay
